EmployeeNumber,Age,Attrition,Department,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,Gender,OverTime,PerformanceRating,JobInvolvement,JobLevel,JobRole
1798,33,No,Research & Development,10,8,7,6,14,1,Male,No,3,4,1,Research Scientist
1799,28,No,Research & Development,5,3,0,3,5,6,Male,No,3,3,1,Research Scientist
1800,39,No,Research & Development,4,3,2,2,9,3,Male,No,4,3,3,Research Director
1801,46,No,Sales,2,2,2,2,6,3,Male,No,3,2,2,Sales Executive
1802,40,No,Research & Development,4,3,0,2,7,5,Female,No,3,3,1,Laboratory Technician
1803,42,No,Research & Development,0,0,0,0,10,2,Male,No,3,4,2,Healthcare Representative
1804,35,No,Research & Development,7,7,1,7,15,6,Male,No,3,3,2,Manufacturing Director
1805,38,No,Human Resources,11,10,3,8,13,3,Male,No,3,3,1,Human Resources
1807,34,Yes,Research & Development,7,1,0,7,11,3,Male,No,3,3,2,Laboratory Technician
1809,37,Yes,Research & Development,10,3,0,8,10,4,Male,No,3,3,2,Manufacturing Director
1812,39,No,Sales,2,1,2,2,7,6,Male,No,3,3,2,Sales Executive
1813,43,No,Research & Development,3,2,1,2,7,2,Male,No,3,3,1,Research Scientist
1814,41,No,Research & Development,3,2,1,2,11,3,Male,No,3,4,2,Healthcare Representative
1815,41,No,Sales,22,14,13,5,23,3,Female,Yes,3,3,3,Sales Executive
1816,30,No,Research & Development,7,7,0,2,9,3,Female,No,3,3,3,Manufacturing Director
1818,26,Yes,Human Resources,5,1,1,4,6,3,Female,Yes,3,3,1,Human Resources
1821,46,Yes,Research & Development,9,7,3,7,13,2,Female,No,4,3,2,Healthcare Representative
1822,40,No,Research & Development,5,3,0,3,12,3,Female,No,3,3,2,Healthcare Representative
1823,34,No,Sales,10,8,4,8,10,5,Male,No,4,4,2,Sales Executive
1824,58,No,Sales,16,9,14,14,37,0,Male,No,4,3,4,Manager
1826,35,No,Research & Development,5,4,0,3,6,2,Male,No,3,1,1,Laboratory Technician
1827,47,No,Research & Development,22,11,14,10,28,4,Female,Yes,3,2,3,Manufacturing Director
1829,40,No,Research & Development,7,4,7,7,15,3,Female,No,3,3,2,Healthcare Representative
1830,54,No,Research & Development,7,1,1,7,14,2,Female,No,3,3,2,Research Scientist
1833,31,No,Sales,3,2,2,2,9,3,Female,No,3,3,3,Sales Executive
1834,28,No,Research & Development,3,2,1,2,3,3,Female,No,4,3,1,Research Scientist
1835,38,No,Sales,4,2,0,3,20,4,Female,Yes,4,1,2,Sales Representative
1836,26,No,Sales,5,3,1,2,5,4,Male,No,3,3,2,Sales Executive
1837,58,No,Research & Development,2,2,2,2,23,3,Male,Yes,3,3,4,Research Director
1839,18,No,Research & Development,0,0,0,0,0,4,Female,No,3,3,1,Research Scientist
1842,31,Yes,Human Resources,1,0,0,0,2,4,Male,No,3,4,1,Human Resources
1844,29,Yes,Human Resources,2,2,2,0,4,3,Male,Yes,3,2,1,Human Resources
1845,45,No,Sales,8,7,5,7,10,3,Female,No,4,3,2,Sales Executive
1847,36,No,Research & Development,1,0,0,0,15,2,Female,Yes,4,3,2,Research Scientist
1849,43,No,Sales,7,7,7,7,7,5,Male,No,4,3,2,Sales Executive
1850,27,No,Research & Development,5,4,0,2,6,3,Female,Yes,3,3,1,Laboratory Technician
1852,29,No,Research & Development,11,8,3,10,11,3,Male,No,3,3,1,Laboratory Technician
1853,32,No,Sales,0,0,0,0,4,2,Male,No,3,3,2,Sales Executive
1854,42,No,Research & Development,6,3,3,3,10,1,Male,No,4,3,1,Research Scientist
1856,47,No,Research & Development,2,2,2,0,7,2,Female,No,3,3,1,Laboratory Technician
1857,46,No,Research & Development,9,8,4,7,12,4,Male,No,3,3,3,Manufacturing Director
1858,28,No,Human Resources,3,2,2,2,3,2,Male,No,3,3,1,Human Resources
1859,29,No,Research & Development,7,0,1,6,11,3,Male,No,3,1,2,Healthcare Representative
1860,42,No,Research & Development,0,0,0,0,8,3,Male,No,3,3,1,Laboratory Technician
1862,32,Yes,Sales,2,2,2,2,7,3,Male,Yes,3,2,2,Sales Executive
1863,46,No,Sales,19,17,2,8,25,5,Female,No,3,4,4,Sales Executive
1864,27,No,Sales,9,8,5,8,9,5,Female,No,4,2,2,Sales Representative
1865,29,No,Human Resources,1,0,0,0,1,3,Male,No,3,2,1,Human Resources
1866,43,No,Research & Development,16,12,6,14,21,2,Female,No,3,2,5,Manager
1867,48,No,Research & Development,22,10,12,9,29,3,Male,No,3,2,5,Research Director
1868,29,Yes,Research & Development,1,0,1,0,1,3,Male,Yes,4,2,1,Research Scientist
1869,46,Yes,Sales,8,7,0,7,14,2,Female,No,4,3,3,Sales Executive
1870,27,No,Research & Development,7,6,7,3,8,2,Female,No,3,2,1,Research Scientist
1871,39,No,Research & Development,2,2,2,2,7,2,Male,No,3,3,2,Research Scientist
1873,55,No,Research & Development,5,2,0,4,19,2,Male,No,4,2,1,Research Scientist
1875,28,No,Sales,1,0,0,0,1,3,Female,No,3,3,1,Sales Representative
1876,30,Yes,Sales,1,0,0,0,1,3,Male,No,3,3,1,Sales Representative
1878,22,Yes,Research & Development,1,0,0,0,1,2,Male,Yes,4,3,1,Research Scientist
1880,36,No,Sales,10,9,1,7,10,4,Female,Yes,3,2,2,Sales Executive
1881,31,No,Research & Development,10,8,0,2,10,2,Male,No,3,3,2,Laboratory Technician
1882,34,No,Sales,5,3,1,0,9,3,Male,Yes,3,3,3,Sales Executive
1883,29,No,Research & Development,3,2,1,2,11,2,Male,No,3,3,1,Laboratory Technician
1885,37,No,Research & Development,5,3,0,4,16,2,Male,Yes,4,3,2,Research Scientist
1886,35,No,Research & Development,3,2,0,2,4,2,Female,Yes,3,2,2,Manufacturing Director
1888,45,No,Research & Development,9,8,3,8,10,2,Female,No,3,2,2,Manufacturing Director
1890,36,No,Human Resources,10,1,0,8,10,2,Male,No,4,2,2,Human Resources
1892,40,No,Research & Development,19,7,11,16,22,3,Male,No,3,3,4,Manager
1893,26,No,Research & Development,1,0,1,0,1,3,Female,Yes,3,2,1,Research Scientist
1898,27,No,Sales,8,7,0,7,9,5,Female,No,3,4,2,Sales Executive
1900,48,No,Research & Development,22,17,4,7,24,3,Female,No,3,3,4,Manager
1903,44,No,Research & Development,2,0,2,2,10,5,Male,No,3,4,2,Healthcare Representative
1905,34,Yes,Research & Development,5,2,3,0,5,2,Male,Yes,4,1,1,Research Scientist
1907,56,Yes,Research & Development,4,2,1,0,5,3,Male,No,3,3,1,Laboratory Technician
1908,36,No,Sales,4,2,1,3,12,1,Male,No,3,2,2,Sales Executive
1909,41,No,Sales,5,4,1,4,14,3,Female,No,4,3,2,Sales Executive
1911,42,No,Research & Development,13,7,5,7,18,3,Male,No,3,3,3,Research Director
1912,31,No,Sales,5,2,1,4,8,2,Female,Yes,3,3,2,Sales Executive
1915,34,No,Sales,4,2,0,1,9,3,Female,Yes,3,2,2,Sales Executive
1916,31,No,Research & Development,2,2,2,2,4,0,Female,No,3,4,1,Laboratory Technician
1918,26,No,Research & Development,7,7,7,7,8,3,Male,No,3,4,1,Laboratory Technician
1922,45,No,Research & Development,4,2,0,3,12,3,Male,No,3,3,2,Healthcare Representative
1924,33,No,Sales,10,4,0,9,10,2,Male,No,3,3,2,Sales Executive
1927,28,No,Sales,7,7,0,7,7,2,Male,Yes,3,2,2,Sales Executive
1928,29,Yes,Sales,1,0,0,0,1,3,Male,No,3,4,1,Sales Representative
1929,39,No,Sales,3,2,1,2,10,1,Female,No,3,1,2,Sales Executive
1931,27,No,Research & Development,5,3,1,2,6,3,Male,No,3,3,1,Research Scientist
1932,34,No,Research & Development,15,10,6,11,16,3,Male,Yes,3,2,2,Research Scientist
1933,28,Yes,Sales,2,0,2,2,6,0,Female,Yes,3,3,2,Sales Executive
1934,47,No,Research & Development,8,7,1,7,16,4,Male,No,3,3,2,Research Scientist
1935,56,No,Sales,0,0,0,0,6,3,Female,No,3,2,2,Sales Executive
1936,39,No,Research & Development,10,0,7,9,10,3,Male,No,4,3,2,Manufacturing Director
1937,38,No,Research & Development,20,11,0,7,20,3,Female,Yes,3,2,2,Research Scientist
1938,58,No,Sales,1,0,0,0,29,2,Female,Yes,3,3,4,Manager
1939,32,Yes,Research & Development,4,1,0,3,8,2,Female,Yes,3,4,1,Research Scientist
1940,38,No,Research & Development,5,2,0,3,10,0,Male,No,3,3,1,Research Scientist
1941,49,No,Research & Development,5,4,4,3,28,3,Male,No,3,3,5,Research Director
1943,42,No,Sales,0,0,0,0,14,4,Male,Yes,3,3,2,Sales Executive
1944,27,Yes,Human Resources,1,0,0,0,1,2,Female,No,3,2,1,Human Resources
1945,35,No,Sales,5,3,0,4,6,2,Male,No,3,3,2,Sales Executive
1947,28,No,Research & Development,5,3,1,4,5,3,Male,No,3,3,1,Research Scientist
1948,31,No,Research & Development,4,2,2,3,4,3,Male,Yes,3,3,1,Research Scientist
1949,36,No,Research & Development,5,4,0,2,5,3,Male,No,4,4,1,Laboratory Technician
1950,34,No,Sales,14,8,2,1,14,3,Male,No,4,3,3,Sales Executive
1951,34,No,Sales,8,7,1,1,9,2,Male,No,3,3,3,Sales Executive
1952,26,No,Research & Development,7,7,7,6,8,6,Male,No,3,3,1,Laboratory Technician
1954,29,No,Research & Development,5,3,0,2,6,5,Male,No,3,3,2,Healthcare Representative
1955,32,No,Research & Development,5,1,1,2,9,6,Female,No,3,3,2,Healthcare Representative
1956,31,No,Research & Development,10,8,8,7,10,6,Male,No,4,1,2,Research Scientist
1960,28,Yes,Research & Development,4,1,0,3,6,2,Male,No,3,2,1,Laboratory Technician
1961,38,No,Sales,1,0,0,0,20,3,Male,No,3,2,1,Sales Representative
1962,35,No,Sales,10,8,0,9,10,2,Female,Yes,3,3,2,Sales Executive
1965,27,No,Sales,7,7,0,7,7,5,Male,No,3,3,2,Sales Executive
1966,32,No,Research & Development,1,0,0,0,8,1,Male,No,4,2,2,Manufacturing Director
1967,31,Yes,Sales,10,7,0,8,10,4,Male,Yes,3,3,2,Sales Executive
1968,53,Yes,Sales,2,2,2,2,15,2,Male,Yes,3,3,3,Sales Executive
1969,54,No,Research & Development,4,3,2,3,9,6,Female,No,3,3,2,Research Scientist
1970,33,No,Research & Development,9,7,2,8,9,2,Male,No,4,3,2,Healthcare Representative
1971,43,No,Research & Development,10,9,0,9,10,1,Male,No,3,3,3,Healthcare Representative
1972,38,No,Human Resources,6,2,1,2,7,2,Male,Yes,3,3,1,Human Resources
1973,55,No,Human Resources,10,9,1,4,35,0,Male,Yes,3,4,5,Manager
1974,31,No,Research & Development,1,0,0,0,1,4,Female,Yes,3,1,1,Laboratory Technician
1975,39,No,Sales,20,8,11,10,21,3,Male,No,3,3,4,Sales Executive
1976,42,No,Research & Development,20,9,3,7,20,2,Male,No,3,2,2,Research Scientist
1979,31,No,Research & Development,11,7,4,8,13,2,Female,No,4,3,3,Research Director
1980,54,No,Research & Development,5,2,1,4,9,3,Female,Yes,3,3,2,Manufacturing Director
1981,24,No,Research & Development,4,3,1,2,4,2,Male,No,3,2,2,Healthcare Representative
1982,23,No,Research & Development,5,2,1,4,5,6,Male,No,3,3,1,Laboratory Technician
1985,40,No,Research & Development,10,9,9,4,10,2,Female,No,3,3,2,Laboratory Technician
1986,40,No,Sales,11,8,5,10,15,4,Female,No,3,3,2,Sales Executive
1987,25,No,Human Resources,2,0,1,2,6,3,Female,No,3,3,1,Human Resources
1989,30,No,Research & Development,12,8,1,7,12,6,Male,No,3,3,1,Laboratory Technician
1992,25,No,Research & Development,2,2,0,2,7,2,Male,Yes,3,3,1,Laboratory Technician
1993,47,No,Research & Development,17,14,12,11,25,3,Male,No,4,3,3,Healthcare Representative
1994,33,No,Research & Development,1,1,0,0,1,2,Male,No,3,2,1,Laboratory Technician
1995,38,No,Sales,15,13,5,8,16,3,Male,No,3,3,2,Sales Executive
1996,31,No,Sales,2,2,1,2,3,1,Male,No,3,3,1,Sales Representative
1997,38,No,Research & Development,8,3,7,7,10,1,Male,No,3,2,2,Manufacturing Director
1998,42,No,Research & Development,4,3,1,2,9,3,Male,Yes,3,3,2,Research Scientist
1999,41,No,Research & Development,5,3,1,0,12,3,Male,No,4,3,1,Research Scientist
2000,47,No,Research & Development,13,8,5,12,14,3,Female,No,3,3,3,Research Director
2003,35,No,Research & Development,2,2,2,2,5,3,Male,Yes,3,3,1,Laboratory Technician
2007,22,No,Research & Development,3,2,1,2,4,2,Male,No,3,3,1,Research Scientist
2008,35,No,Research & Development,10,7,0,8,10,5,Male,No,3,3,2,Research Scientist
2009,33,No,Research & Development,9,7,8,1,10,6,Female,Yes,3,3,2,Healthcare Representative
2010,32,No,Research & Development,6,2,4,1,6,3,Female,No,3,2,1,Laboratory Technician
2012,40,No,Research & Development,1,0,0,0,8,3,Male,No,3,3,1,Laboratory Technician
2013,32,No,Sales,2,2,2,2,3,2,Male,No,3,2,1,Sales Representative
2014,39,No,Research & Development,7,7,1,7,18,2,Male,No,3,3,2,Research Scientist
2015,38,No,Research & Development,18,16,1,11,20,3,Female,No,3,1,3,Research Director
2016,32,No,Sales,14,10,5,7,14,3,Female,No,3,3,3,Sales Executive
2017,37,No,Research & Development,16,11,6,8,16,2,Female,Yes,4,4,3,Research Director
2018,25,No,Sales,5,3,0,4,6,3,Female,Yes,4,3,2,Sales Executive
2019,52,No,Sales,9,8,0,0,16,3,Male,No,3,3,1,Sales Representative
2020,44,No,Research & Development,4,3,1,2,6,2,Male,Yes,3,3,1,Research Scientist
2021,21,No,Sales,2,2,1,2,2,6,Male,Yes,3,3,1,Sales Representative
2022,39,No,Research & Development,6,0,1,3,21,3,Male,No,3,3,5,Manager
2023,23,Yes,Sales,1,0,1,0,1,3,Male,No,3,3,1,Sales Representative
2024,36,No,Sales,9,7,3,4,10,2,Female,No,3,2,3,Sales Executive
2025,36,No,Research & Development,4,2,0,2,18,3,Female,No,3,3,2,Manufacturing Director
2026,56,No,Research & Development,13,12,1,9,13,2,Male,No,4,3,2,Healthcare Representative
2027,29,Yes,Research & Development,2,2,2,2,4,3,Male,Yes,3,3,1,Research Scientist
2031,42,No,Research & Development,22,6,4,14,24,2,Male,No,3,3,5,Manager
2032,56,Yes,Research & Development,10,9,9,8,14,4,Male,No,3,3,1,Laboratory Technician
2034,41,No,Research & Development,20,7,0,10,21,3,Female,No,4,2,4,Manufacturing Director
2035,34,No,Sales,8,7,1,7,8,2,Female,No,4,2,2,Sales Executive
2036,36,No,Sales,15,12,11,11,15,4,Male,No,4,1,2,Sales Executive
2037,41,No,Sales,5,4,0,4,14,5,Male,No,3,2,2,Sales Executive
2038,32,No,Research & Development,4,2,1,2,4,4,Male,No,3,3,1,Research Scientist
2040,35,No,Human Resources,9,0,1,7,9,2,Female,Yes,3,3,3,Human Resources
2041,38,No,Sales,10,7,1,9,10,1,Female,No,3,3,2,Sales Executive
2044,50,Yes,Sales,6,3,0,1,12,3,Male,No,3,3,2,Sales Executive
2045,36,No,Sales,6,3,0,0,8,2,Female,No,3,2,2,Sales Executive
2046,45,No,Sales,5,3,0,1,8,3,Female,No,3,3,2,Sales Executive
2048,40,No,Research & Development,2,2,2,2,8,2,Male,No,3,2,1,Research Scientist
2049,35,No,Research & Development,10,2,0,2,10,2,Male,Yes,3,3,2,Healthcare Representative
2051,40,No,Research & Development,5,3,0,2,20,2,Female,No,3,3,1,Research Scientist
2052,35,No,Research & Development,4,3,1,1,4,5,Female,No,3,1,1,Research Scientist
2053,29,No,Research & Development,4,3,0,3,10,2,Male,Yes,3,2,2,Laboratory Technician
2054,29,No,Research & Development,5,4,0,4,5,3,Female,No,3,2,1,Research Scientist
2055,50,Yes,Sales,3,2,2,0,20,3,Male,Yes,3,2,3,Sales Executive
2056,39,No,Sales,20,9,9,6,21,2,Female,No,3,2,4,Sales Executive
2057,31,No,Research & Development,9,4,1,7,10,2,Male,No,3,3,2,Manufacturing Director
2060,26,No,Sales,4,2,0,0,5,2,Female,No,3,2,1,Sales Representative
2061,36,No,Research & Development,5,2,0,3,17,3,Male,No,3,4,2,Laboratory Technician
2062,39,No,Research & Development,7,7,1,7,9,5,Male,No,3,2,3,Healthcare Representative
2064,27,No,Research & Development,6,2,0,3,6,0,Male,Yes,4,4,2,Manufacturing Director
2065,49,No,Sales,9,6,0,8,17,3,Male,No,3,2,2,Sales Executive
2068,34,No,Research & Development,4,3,1,2,6,3,Male,No,3,4,2,Laboratory Technician
