,EmployeeNumber,Age,Attrition,Department,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,Gender,OverTime,PerformanceRating,JobInvolvement,JobLevel,JobRole
1222,1714,24,Yes,Human Resources,1,0,0,0,1,2,Male,No,3,1,1,Human Resources
1223,1716,47,Yes,Sales,23,5,14,10,25,3,Male,No,3,1,4,Sales Executive
1224,1718,26,No,Research & Development,3,2,0,2,3,3,Male,No,3,1,1,Laboratory Technician
1225,1719,45,No,Research & Development,21,6,8,6,21,2,Female,No,3,2,4,Research Director
1226,1720,32,No,Research & Development,5,2,1,3,10,3,Male,No,3,3,1,Research Scientist
1227,1721,31,No,Research & Development,5,2,0,3,6,2,Male,No,3,3,1,Laboratory Technician
1228,1722,41,No,Human Resources,3,2,1,2,10,4,Male,No,3,1,2,Human Resources
1229,1724,40,No,Research & Development,1,0,0,0,18,3,Female,Yes,3,3,2,Manufacturing Director
1230,1725,24,No,Research & Development,6,2,1,2,6,2,Male,No,3,3,1,Laboratory Technician
1231,1727,46,No,Research & Development,10,7,0,9,19,3,Male,No,3,3,2,Healthcare Representative
1232,1728,35,No,Research & Development,7,7,0,7,17,3,Male,No,3,3,2,Manufacturing Director
1233,1729,30,No,Research & Development,10,0,0,8,10,2,Male,No,3,3,1,Research Scientist
1234,1731,47,No,Sales,1,0,0,0,4,3,Male,No,3,3,2,Sales Executive
1235,1732,46,No,Sales,10,6,0,3,13,5,Male,Yes,3,3,3,Sales Executive
1236,1733,36,Yes,Sales,2,2,2,2,16,3,Male,Yes,3,2,2,Sales Executive
1237,1734,32,Yes,Sales,0,0,0,0,10,2,Male,No,3,1,2,Sales Executive
1238,1735,23,No,Research & Development,3,2,1,2,3,3,Female,No,3,3,1,Laboratory Technician
1239,1736,31,No,Research & Development,5,4,1,4,9,3,Female,No,4,3,2,Manufacturing Director
1240,1737,39,No,Research & Development,9,8,5,8,9,2,Male,Yes,3,3,2,Laboratory Technician
1241,1739,32,No,Sales,4,3,0,2,10,2,Male,No,3,1,3,Sales Executive
1242,1740,40,No,Sales,21,8,12,8,21,3,Male,No,3,3,5,Manager
1243,1744,45,No,Human Resources,5,0,0,3,9,2,Female,No,4,1,3,Human Resources
1244,1745,30,No,Research & Development,9,7,0,7,10,2,Female,No,3,2,1,Research Scientist
1245,1746,24,No,Human Resources,2,2,2,1,3,2,Male,No,3,3,1,Human Resources
1246,1747,30,Yes,Human Resources,4,2,1,2,6,0,Female,No,3,2,1,Human Resources
1247,1749,31,No,Sales,5,2,0,2,6,3,Male,No,3,3,2,Sales Executive
1248,1751,27,No,Research & Development,6,2,1,4,6,5,Female,No,3,3,1,Research Scientist
1249,1752,29,Yes,Sales,2,2,2,2,2,3,Female,No,3,1,1,Sales Representative
1250,1753,29,No,Research & Development,3,2,0,2,10,5,Male,Yes,3,4,2,Healthcare Representative
1251,1754,30,No,Sales,7,7,1,7,12,2,Male,No,3,2,3,Sales Executive
1252,1755,34,No,Research & Development,5,0,1,2,6,3,Male,Yes,3,4,1,Research Scientist
1253,1756,33,No,Sales,11,7,1,7,13,2,Female,No,3,3,2,Sales Executive
1254,1757,49,No,Sales,5,1,0,4,8,1,Female,No,3,3,2,Sales Executive
1255,1758,33,Yes,Sales,0,0,0,0,11,2,Female,Yes,4,3,3,Sales Executive
1256,1760,38,No,Research & Development,6,1,0,5,9,4,Female,No,3,2,1,Laboratory Technician
1257,1761,31,Yes,Sales,1,0,0,0,10,2,Male,No,3,3,3,Sales Executive
1258,1762,29,No,Research & Development,1,0,0,0,1,2,Female,No,3,2,1,Research Scientist
1259,1763,30,No,Research & Development,7,0,1,7,10,3,Male,No,3,4,2,Healthcare Representative
1260,1764,32,No,Research & Development,7,7,0,7,12,3,Male,No,3,3,1,Research Scientist
1261,1766,38,No,Research & Development,1,0,1,0,15,2,Male,Yes,3,1,2,Healthcare Representative
1262,1767,43,Yes,Research & Development,1,0,0,0,6,4,Male,Yes,3,2,1,Research Scientist
1263,1768,42,No,Research & Development,5,3,0,4,7,6,Male,No,4,3,1,Laboratory Technician
1264,1770,55,No,Research & Development,1,0,0,0,34,2,Male,No,3,2,5,Research Director
1265,1771,33,No,Research & Development,9,8,1,7,11,2,Male,No,3,3,2,Research Scientist
1266,1772,41,No,Research & Development,5,3,0,4,5,2,Male,No,4,3,1,Laboratory Technician
1267,1774,34,No,Sales,15,14,0,7,15,3,Male,Yes,3,3,2,Sales Executive
1268,1775,53,No,Research & Development,3,2,0,2,27,2,Female,Yes,4,2,4,Manufacturing Director
1269,1778,43,No,Human Resources,9,7,1,8,10,5,Male,No,3,3,1,Human Resources
1270,1779,34,No,Sales,2,2,2,2,6,3,Female,No,3,1,2,Sales Executive
1271,1780,21,Yes,Sales,1,0,1,0,1,3,Male,No,3,3,1,Sales Representative
1272,1782,38,No,Research & Development,5,4,0,4,5,3,Female,No,3,2,1,Laboratory Technician
1273,1783,22,Yes,Research & Development,1,0,0,0,1,6,Female,Yes,3,3,1,Laboratory Technician
1274,1784,31,No,Sales,12,7,5,7,13,3,Female,No,3,2,2,Sales Executive
1275,1786,51,No,Research & Development,2,2,2,2,15,2,Female,No,3,3,3,Manager
1276,1787,37,No,Sales,5,2,0,3,5,2,Male,No,3,2,2,Sales Executive
1277,1789,46,No,Research & Development,2,1,2,2,24,3,Male,Yes,3,3,5,Research Director
1278,1790,36,No,Research & Development,12,8,5,7,15,1,Male,Yes,3,3,3,Healthcare Representative
1279,1792,44,Yes,Research & Development,5,3,2,3,6,2,Male,Yes,3,3,1,Research Scientist
1280,1794,37,No,Human Resources,10,0,4,7,19,4,Male,No,3,3,2,Human Resources
1281,1797,35,Yes,Sales,10,7,7,7,10,2,Male,Yes,3,3,2,Sales Executive
1282,1798,33,No,Research & Development,10,8,7,6,14,1,Male,No,3,4,1,Research Scientist
1283,1799,28,No,Research & Development,5,3,0,3,5,6,Male,No,3,3,1,Research Scientist
1284,1800,39,No,Research & Development,4,3,2,2,9,3,Male,No,4,3,3,Research Director
1285,1801,46,No,Sales,2,2,2,2,6,3,Male,No,3,2,2,Sales Executive
1286,1802,40,No,Research & Development,4,3,0,2,7,5,Female,No,3,3,1,Laboratory Technician
1287,1803,42,No,Research & Development,0,0,0,0,10,2,Male,No,3,4,2,Healthcare Representative
1288,1804,35,No,Research & Development,7,7,1,7,15,6,Male,No,3,3,2,Manufacturing Director
1289,1805,38,No,Human Resources,11,10,3,8,13,3,Male,No,3,3,1,Human Resources
1290,1807,34,Yes,Research & Development,7,1,0,7,11,3,Male,No,3,3,2,Laboratory Technician
1291,1809,37,Yes,Research & Development,10,3,0,8,10,4,Male,No,3,3,2,Manufacturing Director
1292,1812,39,No,Sales,2,1,2,2,7,6,Male,No,3,3,2,Sales Executive
1293,1813,43,No,Research & Development,3,2,1,2,7,2,Male,No,3,3,1,Research Scientist
1294,1814,41,No,Research & Development,3,2,1,2,11,3,Male,No,3,4,2,Healthcare Representative
1295,1815,41,No,Sales,22,14,13,5,23,3,Female,Yes,3,3,3,Sales Executive
1296,1816,30,No,Research & Development,7,7,0,2,9,3,Female,No,3,3,3,Manufacturing Director
1297,1818,26,Yes,Human Resources,5,1,1,4,6,3,Female,Yes,3,3,1,Human Resources
1298,1821,46,Yes,Research & Development,9,7,3,7,13,2,Female,No,4,3,2,Healthcare Representative
1299,1822,40,No,Research & Development,5,3,0,3,12,3,Female,No,3,3,2,Healthcare Representative
1300,1823,34,No,Sales,10,8,4,8,10,5,Male,No,4,4,2,Sales Executive
1301,1824,58,No,Sales,16,9,14,14,37,0,Male,No,4,3,4,Manager
1302,1826,35,No,Research & Development,5,4,0,3,6,2,Male,No,3,1,1,Laboratory Technician
1303,1827,47,No,Research & Development,22,11,14,10,28,4,Female,Yes,3,2,3,Manufacturing Director
1304,1829,40,No,Research & Development,7,4,7,7,15,3,Female,No,3,3,2,Healthcare Representative
1305,1830,54,No,Research & Development,7,1,1,7,14,2,Female,No,3,3,2,Research Scientist
1306,1833,31,No,Sales,3,2,2,2,9,3,Female,No,3,3,3,Sales Executive
1307,1834,28,No,Research & Development,3,2,1,2,3,3,Female,No,4,3,1,Research Scientist
1308,1835,38,No,Sales,4,2,0,3,20,4,Female,Yes,4,1,2,Sales Representative
1309,1836,26,No,Sales,5,3,1,2,5,4,Male,No,3,3,2,Sales Executive
1310,1837,58,No,Research & Development,2,2,2,2,23,3,Male,Yes,3,3,4,Research Director
1311,1839,18,No,Research & Development,0,0,0,0,0,4,Female,No,3,3,1,Research Scientist
1312,1842,31,Yes,Human Resources,1,0,0,0,2,4,Male,No,3,4,1,Human Resources
1313,1844,29,Yes,Human Resources,2,2,2,0,4,3,Male,Yes,3,2,1,Human Resources
1314,1845,45,No,Sales,8,7,5,7,10,3,Female,No,4,3,2,Sales Executive
1315,1847,36,No,Research & Development,1,0,0,0,15,2,Female,Yes,4,3,2,Research Scientist
1316,1849,43,No,Sales,7,7,7,7,7,5,Male,No,4,3,2,Sales Executive
1317,1850,27,No,Research & Development,5,4,0,2,6,3,Female,Yes,3,3,1,Laboratory Technician
1318,1852,29,No,Research & Development,11,8,3,10,11,3,Male,No,3,3,1,Laboratory Technician
1319,1853,32,No,Sales,0,0,0,0,4,2,Male,No,3,3,2,Sales Executive
1320,1854,42,No,Research & Development,6,3,3,3,10,1,Male,No,4,3,1,Research Scientist
1321,1856,47,No,Research & Development,2,2,2,0,7,2,Female,No,3,3,1,Laboratory Technician
1322,1857,46,No,Research & Development,9,8,4,7,12,4,Male,No,3,3,3,Manufacturing Director
1323,1858,28,No,Human Resources,3,2,2,2,3,2,Male,No,3,3,1,Human Resources
1324,1859,29,No,Research & Development,7,0,1,6,11,3,Male,No,3,1,2,Healthcare Representative
1325,1860,42,No,Research & Development,0,0,0,0,8,3,Male,No,3,3,1,Laboratory Technician
1326,1862,32,Yes,Sales,2,2,2,2,7,3,Male,Yes,3,2,2,Sales Executive
1327,1863,46,No,Sales,19,17,2,8,25,5,Female,No,3,4,4,Sales Executive
1328,1864,27,No,Sales,9,8,5,8,9,5,Female,No,4,2,2,Sales Representative
1329,1865,29,No,Human Resources,1,0,0,0,1,3,Male,No,3,2,1,Human Resources
1330,1866,43,No,Research & Development,16,12,6,14,21,2,Female,No,3,2,5,Manager
1331,1867,48,No,Research & Development,22,10,12,9,29,3,Male,No,3,2,5,Research Director
1332,1868,29,Yes,Research & Development,1,0,1,0,1,3,Male,Yes,4,2,1,Research Scientist
1333,1869,46,Yes,Sales,8,7,0,7,14,2,Female,No,4,3,3,Sales Executive
1334,1870,27,No,Research & Development,7,6,7,3,8,2,Female,No,3,2,1,Research Scientist
1335,1871,39,No,Research & Development,2,2,2,2,7,2,Male,No,3,3,2,Research Scientist
1336,1873,55,No,Research & Development,5,2,0,4,19,2,Male,No,4,2,1,Research Scientist
1337,1875,28,No,Sales,1,0,0,0,1,3,Female,No,3,3,1,Sales Representative
1338,1876,30,Yes,Sales,1,0,0,0,1,3,Male,No,3,3,1,Sales Representative
1339,1878,22,Yes,Research & Development,1,0,0,0,1,2,Male,Yes,4,3,1,Research Scientist
1340,1880,36,No,Sales,10,9,1,7,10,4,Female,Yes,3,2,2,Sales Executive
1341,1881,31,No,Research & Development,10,8,0,2,10,2,Male,No,3,3,2,Laboratory Technician
1342,1882,34,No,Sales,5,3,1,0,9,3,Male,Yes,3,3,3,Sales Executive
1343,1883,29,No,Research & Development,3,2,1,2,11,2,Male,No,3,3,1,Laboratory Technician
1344,1885,37,No,Research & Development,5,3,0,4,16,2,Male,Yes,4,3,2,Research Scientist
1345,1886,35,No,Research & Development,3,2,0,2,4,2,Female,Yes,3,2,2,Manufacturing Director
1346,1888,45,No,Research & Development,9,8,3,8,10,2,Female,No,3,2,2,Manufacturing Director
1347,1890,36,No,Human Resources,10,1,0,8,10,2,Male,No,4,2,2,Human Resources
1348,1892,40,No,Research & Development,19,7,11,16,22,3,Male,No,3,3,4,Manager
1349,1893,26,No,Research & Development,1,0,1,0,1,3,Female,Yes,3,2,1,Research Scientist
1350,1898,27,No,Sales,8,7,0,7,9,5,Female,No,3,4,2,Sales Executive
1351,1900,48,No,Research & Development,22,17,4,7,24,3,Female,No,3,3,4,Manager
1352,1903,44,No,Research & Development,2,0,2,2,10,5,Male,No,3,4,2,Healthcare Representative
1353,1905,34,Yes,Research & Development,5,2,3,0,5,2,Male,Yes,4,1,1,Research Scientist
1354,1907,56,Yes,Research & Development,4,2,1,0,5,3,Male,No,3,3,1,Laboratory Technician
1355,1908,36,No,Sales,4,2,1,3,12,1,Male,No,3,2,2,Sales Executive
1356,1909,41,No,Sales,5,4,1,4,14,3,Female,No,4,3,2,Sales Executive
1357,1911,42,No,Research & Development,13,7,5,7,18,3,Male,No,3,3,3,Research Director
1358,1912,31,No,Sales,5,2,1,4,8,2,Female,Yes,3,3,2,Sales Executive
1359,1915,34,No,Sales,4,2,0,1,9,3,Female,Yes,3,2,2,Sales Executive
1360,1916,31,No,Research & Development,2,2,2,2,4,0,Female,No,3,4,1,Laboratory Technician
1361,1918,26,No,Research & Development,7,7,7,7,8,3,Male,No,3,4,1,Laboratory Technician
1362,1922,45,No,Research & Development,4,2,0,3,12,3,Male,No,3,3,2,Healthcare Representative
1363,1924,33,No,Sales,10,4,0,9,10,2,Male,No,3,3,2,Sales Executive
1364,1927,28,No,Sales,7,7,0,7,7,2,Male,Yes,3,2,2,Sales Executive
1365,1928,29,Yes,Sales,1,0,0,0,1,3,Male,No,3,4,1,Sales Representative
1366,1929,39,No,Sales,3,2,1,2,10,1,Female,No,3,1,2,Sales Executive
1367,1931,27,No,Research & Development,5,3,1,2,6,3,Male,No,3,3,1,Research Scientist
1368,1932,34,No,Research & Development,15,10,6,11,16,3,Male,Yes,3,2,2,Research Scientist
1369,1933,28,Yes,Sales,2,0,2,2,6,0,Female,Yes,3,3,2,Sales Executive
1370,1934,47,No,Research & Development,8,7,1,7,16,4,Male,No,3,3,2,Research Scientist
1371,1935,56,No,Sales,0,0,0,0,6,3,Female,No,3,2,2,Sales Executive
1372,1936,39,No,Research & Development,10,0,7,9,10,3,Male,No,4,3,2,Manufacturing Director
1373,1937,38,No,Research & Development,20,11,0,7,20,3,Female,Yes,3,2,2,Research Scientist
1374,1938,58,No,Sales,1,0,0,0,29,2,Female,Yes,3,3,4,Manager
1375,1939,32,Yes,Research & Development,4,1,0,3,8,2,Female,Yes,3,4,1,Research Scientist
1376,1940,38,No,Research & Development,5,2,0,3,10,0,Male,No,3,3,1,Research Scientist
1377,1941,49,No,Research & Development,5,4,4,3,28,3,Male,No,3,3,5,Research Director
1378,1943,42,No,Sales,0,0,0,0,14,4,Male,Yes,3,3,2,Sales Executive
1379,1944,27,Yes,Human Resources,1,0,0,0,1,2,Female,No,3,2,1,Human Resources
1380,1945,35,No,Sales,5,3,0,4,6,2,Male,No,3,3,2,Sales Executive
1381,1947,28,No,Research & Development,5,3,1,4,5,3,Male,No,3,3,1,Research Scientist
1382,1948,31,No,Research & Development,4,2,2,3,4,3,Male,Yes,3,3,1,Research Scientist
1383,1949,36,No,Research & Development,5,4,0,2,5,3,Male,No,4,4,1,Laboratory Technician
1384,1950,34,No,Sales,14,8,2,1,14,3,Male,No,4,3,3,Sales Executive
1385,1951,34,No,Sales,8,7,1,1,9,2,Male,No,3,3,3,Sales Executive
1386,1952,26,No,Research & Development,7,7,7,6,8,6,Male,No,3,3,1,Laboratory Technician
1387,1954,29,No,Research & Development,5,3,0,2,6,5,Male,No,3,3,2,Healthcare Representative
1388,1955,32,No,Research & Development,5,1,1,2,9,6,Female,No,3,3,2,Healthcare Representative
1389,1956,31,No,Research & Development,10,8,8,7,10,6,Male,No,4,1,2,Research Scientist
1390,1960,28,Yes,Research & Development,4,1,0,3,6,2,Male,No,3,2,1,Laboratory Technician
1391,1961,38,No,Sales,1,0,0,0,20,3,Male,No,3,2,1,Sales Representative
1392,1962,35,No,Sales,10,8,0,9,10,2,Female,Yes,3,3,2,Sales Executive
1393,1965,27,No,Sales,7,7,0,7,7,5,Male,No,3,3,2,Sales Executive
1394,1966,32,No,Research & Development,1,0,0,0,8,1,Male,No,4,2,2,Manufacturing Director
1395,1967,31,Yes,Sales,10,7,0,8,10,4,Male,Yes,3,3,2,Sales Executive
1396,1968,53,Yes,Sales,2,2,2,2,15,2,Male,Yes,3,3,3,Sales Executive
1397,1969,54,No,Research & Development,4,3,2,3,9,6,Female,No,3,3,2,Research Scientist
1398,1970,33,No,Research & Development,9,7,2,8,9,2,Male,No,4,3,2,Healthcare Representative
1399,1971,43,No,Research & Development,10,9,0,9,10,1,Male,No,3,3,3,Healthcare Representative
1400,1972,38,No,Human Resources,6,2,1,2,7,2,Male,Yes,3,3,1,Human Resources
1401,1973,55,No,Human Resources,10,9,1,4,35,0,Male,Yes,3,4,5,Manager
1402,1974,31,No,Research & Development,1,0,0,0,1,4,Female,Yes,3,1,1,Laboratory Technician
1403,1975,39,No,Sales,20,8,11,10,21,3,Male,No,3,3,4,Sales Executive
1404,1976,42,No,Research & Development,20,9,3,7,20,2,Male,No,3,2,2,Research Scientist
1405,1979,31,No,Research & Development,11,7,4,8,13,2,Female,No,4,3,3,Research Director
1406,1980,54,No,Research & Development,5,2,1,4,9,3,Female,Yes,3,3,2,Manufacturing Director
1407,1981,24,No,Research & Development,4,3,1,2,4,2,Male,No,3,2,2,Healthcare Representative
1408,1982,23,No,Research & Development,5,2,1,4,5,6,Male,No,3,3,1,Laboratory Technician
1409,1985,40,No,Research & Development,10,9,9,4,10,2,Female,No,3,3,2,Laboratory Technician
1410,1986,40,No,Sales,11,8,5,10,15,4,Female,No,3,3,2,Sales Executive
1411,1987,25,No,Human Resources,2,0,1,2,6,3,Female,No,3,3,1,Human Resources
1412,1989,30,No,Research & Development,12,8,1,7,12,6,Male,No,3,3,1,Laboratory Technician
1413,1992,25,No,Research & Development,2,2,0,2,7,2,Male,Yes,3,3,1,Laboratory Technician
1414,1993,47,No,Research & Development,17,14,12,11,25,3,Male,No,4,3,3,Healthcare Representative
1415,1994,33,No,Research & Development,1,1,0,0,1,2,Male,No,3,2,1,Laboratory Technician
1416,1995,38,No,Sales,15,13,5,8,16,3,Male,No,3,3,2,Sales Executive
1417,1996,31,No,Sales,2,2,1,2,3,1,Male,No,3,3,1,Sales Representative
1418,1997,38,No,Research & Development,8,3,7,7,10,1,Male,No,3,2,2,Manufacturing Director
1419,1998,42,No,Research & Development,4,3,1,2,9,3,Male,Yes,3,3,2,Research Scientist
1420,1999,41,No,Research & Development,5,3,1,0,12,3,Male,No,4,3,1,Research Scientist
1421,2000,47,No,Research & Development,13,8,5,12,14,3,Female,No,3,3,3,Research Director
1422,2003,35,No,Research & Development,2,2,2,2,5,3,Male,Yes,3,3,1,Laboratory Technician
1423,2007,22,No,Research & Development,3,2,1,2,4,2,Male,No,3,3,1,Research Scientist
1424,2008,35,No,Research & Development,10,7,0,8,10,5,Male,No,3,3,2,Research Scientist
1425,2009,33,No,Research & Development,9,7,8,1,10,6,Female,Yes,3,3,2,Healthcare Representative
1426,2010,32,No,Research & Development,6,2,4,1,6,3,Female,No,3,2,1,Laboratory Technician
1427,2012,40,No,Research & Development,1,0,0,0,8,3,Male,No,3,3,1,Laboratory Technician
1428,2013,32,No,Sales,2,2,2,2,3,2,Male,No,3,2,1,Sales Representative
1429,2014,39,No,Research & Development,7,7,1,7,18,2,Male,No,3,3,2,Research Scientist
1430,2015,38,No,Research & Development,18,16,1,11,20,3,Female,No,3,1,3,Research Director
1431,2016,32,No,Sales,14,10,5,7,14,3,Female,No,3,3,3,Sales Executive
1432,2017,37,No,Research & Development,16,11,6,8,16,2,Female,Yes,4,4,3,Research Director
1433,2018,25,No,Sales,5,3,0,4,6,3,Female,Yes,4,3,2,Sales Executive
1434,2019,52,No,Sales,9,8,0,0,16,3,Male,No,3,3,1,Sales Representative
1435,2020,44,No,Research & Development,4,3,1,2,6,2,Male,Yes,3,3,1,Research Scientist
1436,2021,21,No,Sales,2,2,1,2,2,6,Male,Yes,3,3,1,Sales Representative
1437,2022,39,No,Research & Development,6,0,1,3,21,3,Male,No,3,3,5,Manager
1438,2023,23,Yes,Sales,1,0,1,0,1,3,Male,No,3,3,1,Sales Representative
1439,2024,36,No,Sales,9,7,3,4,10,2,Female,No,3,2,3,Sales Executive
1440,2025,36,No,Research & Development,4,2,0,2,18,3,Female,No,3,3,2,Manufacturing Director
1441,2026,56,No,Research & Development,13,12,1,9,13,2,Male,No,4,3,2,Healthcare Representative
1442,2027,29,Yes,Research & Development,2,2,2,2,4,3,Male,Yes,3,3,1,Research Scientist
1443,2031,42,No,Research & Development,22,6,4,14,24,2,Male,No,3,3,5,Manager
1444,2032,56,Yes,Research & Development,10,9,9,8,14,4,Male,No,3,3,1,Laboratory Technician
1445,2034,41,No,Research & Development,20,7,0,10,21,3,Female,No,4,2,4,Manufacturing Director
1446,2035,34,No,Sales,8,7,1,7,8,2,Female,No,4,2,2,Sales Executive
1447,2036,36,No,Sales,15,12,11,11,15,4,Male,No,4,1,2,Sales Executive
1448,2037,41,No,Sales,5,4,0,4,14,5,Male,No,3,2,2,Sales Executive
1449,2038,32,No,Research & Development,4,2,1,2,4,4,Male,No,3,3,1,Research Scientist
1450,2040,35,No,Human Resources,9,0,1,7,9,2,Female,Yes,3,3,3,Human Resources
1451,2041,38,No,Sales,10,7,1,9,10,1,Female,No,3,3,2,Sales Executive
1452,2044,50,Yes,Sales,6,3,0,1,12,3,Male,No,3,3,2,Sales Executive
1453,2045,36,No,Sales,6,3,0,0,8,2,Female,No,3,2,2,Sales Executive
1454,2046,45,No,Sales,5,3,0,1,8,3,Female,No,3,3,2,Sales Executive
1455,2048,40,No,Research & Development,2,2,2,2,8,2,Male,No,3,2,1,Research Scientist
1456,2049,35,No,Research & Development,10,2,0,2,10,2,Male,Yes,3,3,2,Healthcare Representative
1457,2051,40,No,Research & Development,5,3,0,2,20,2,Female,No,3,3,1,Research Scientist
1458,2052,35,No,Research & Development,4,3,1,1,4,5,Female,No,3,1,1,Research Scientist
1459,2053,29,No,Research & Development,4,3,0,3,10,2,Male,Yes,3,2,2,Laboratory Technician
1460,2054,29,No,Research & Development,5,4,0,4,5,3,Female,No,3,2,1,Research Scientist
1461,2055,50,Yes,Sales,3,2,2,0,20,3,Male,Yes,3,2,3,Sales Executive
1462,2056,39,No,Sales,20,9,9,6,21,2,Female,No,3,2,4,Sales Executive
1463,2057,31,No,Research & Development,9,4,1,7,10,2,Male,No,3,3,2,Manufacturing Director
1464,2060,26,No,Sales,4,2,0,0,5,2,Female,No,3,2,1,Sales Representative
1465,2061,36,No,Research & Development,5,2,0,3,17,3,Male,No,3,4,2,Laboratory Technician
1466,2062,39,No,Research & Development,7,7,1,7,9,5,Male,No,3,2,3,Healthcare Representative
1467,2064,27,No,Research & Development,6,2,0,3,6,0,Male,Yes,4,4,2,Manufacturing Director
1468,2065,49,No,Sales,9,6,0,8,17,3,Male,No,3,2,2,Sales Executive
1469,2068,34,No,Research & Development,4,3,1,2,6,3,Male,No,3,4,2,Laboratory Technician
